region,district,ward,latitude,longitude,onsite_offsite,bank_type,bank_name,bank_name_short,yr_operation_started,number_atms,services_deposits,services_withdrawls,services_bill_payment,services_buy_airtime,other_services,visa_mastercard,umoja_nmb
Dar es Salaam,Ilala,Upanga East,-6.81001,39.28068,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/01/2005,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Upanga East,-6.80832,39.2799,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,17/12/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Magomeni,-6.80764,39.25737,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,02/06/2008,1,,Yes,,,,Both, 
Morogoro,Morogoro Urban,Mwembesongo,-6.80532,37.66474,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/07/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Magomeni,-6.80359,39.25962,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,11/06/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Sinza,-6.79494,39.21573,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,14/11/2005,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kinondoni,-6.79368,39.26458,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,04/01/2012,1,,Yes,,,,Mastercard, 
Dar es Salaam,Kinondoni,Ubungo,-6.79355,39.21219,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,09/04/2005,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Ubungo,-6.79004,39.20854,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/04/2007,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kimara,-6.7885,39.17241,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,05/10/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Sinza,-6.78623,39.22233,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,11/09/2007,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Ubungo,-6.78123,39.20248,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,27/05/1978,3,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Kijitonyama,-6.77349,39.23515,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,29/01/2012,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Kawe,-6.77347,39.21953,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,16/11/2008,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Sinza,-6.77214,39.22141,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,12/05/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kijitonyama,-6.77047,39.23642,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/09/2006,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.76516,39.22887,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,13/09/2006,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.76451,39.22928,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,29/09/2007,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.74807,39.28406,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,14/12/2011,1,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Ng'ong'ona,-6.20591,35.79528,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,12/03/2012,2,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Kikuyu South,-6.19697,35.72908,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,15/01/2010,1,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Viwandani,-6.18138,35.74945,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/06/2007,1,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Tambukareli,-6.18058,35.75729,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/05/2009,1,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Makole,-6.17999,35.75804,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,26/02/2008,1,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Makole,-6.17454,35.7627,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/11/2008,1,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Miyuji,-6.12146,35.74505,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/07/2008,1,,Yes,,,,Both, 
Tabora,Tabora Urban,Kanyenye,-5.02063,32.80599,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,26/09/2004,1,,Yes,,,,Both, 
Kigoma,Kigoma Urban,Mwanga,-4.88895,29.64422,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,12/05/2012,1,,Yes,,,,Both, 
Singida,Singida Urban,Kindai,-4.82276,34.74774,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,30/05/2011,1,,Yes,,,,Both, 
Singida,Singida Urban,Majengo,-4.81954,34.75291,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/08/2011,2,,Yes,,,,Both,Umoja Switch 
Tabora,Nzega,Nzega Mjini,-4.21772,33.18621,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,03/09/2009,1,,Yes,,,,Both, 
Kilimanjaro,Same,Same Mjini,-4.06835,37.73805,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,13/10/2006,1,,Yes,,,,Both, 
Shinyanga,Kahama,Kahama Mjini,-3.84204,32.60096,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,04/12/2013,1,,Yes,,,,Both, 
Arusha,Monduli,Mto wa Mbu,-3.37385,35.86475,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,27/11/2005,1,,Yes,,,,Both, 
Arusha,Arumeru,Usa River,-3.37196,36.85707,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,25/03/2009,1,,Yes,,,,Both, 
Arusha,Arusha,Sekei,-3.36564,36.70706,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/05/2011,1,,Yes,,,,Both, 
Kilimanjaro,Moshi Urban,Mawenzi,-3.35522,37.3391,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,16/05/2002,1,,Yes,,,,Both, 
Arusha,Monduli,Monduli Mjini,-3.34669,36.45879,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/01/1970,1,,Yes,,,,Both, 
Kilimanjaro,Hai,Hai Mjini,-3.32334,37.25208,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,12/06/2010,2,,Yes,,,,VISA, 
Kilimanjaro,Moshi Urban,Longuo,-3.31936,37.32847,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,08/10/2004,1,,Yes,,,,Both, 
Kilimanjaro,Moshi Urban,Longuo,-3.30155,37.32388,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,29/05/2011,1,,Yes,,,,Both, 
Mwanza,Ilemela,Nyakato,-2.53586,32.93994,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,17/08/2011,2,,Yes,,,,Both, 
Mwanza,Ilemela,Kirumba,-2.5062,32.89592,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,18/10/2006,1,,Yes,,,,Both, 
Mwanza,Ilemela,Pasiansi,-2.44168,32.92298,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,22/05/2010,1,,Yes,,,,Both, 
Kagera,Bukoba Urban,Birere,-1.33144,31.81299,Off-site,Community Bank ATM,NBC Bank Limited,NBC,03/08/1982,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.81993,39.28608,Off-site,UMOJA SWITCH ATM,NIC Bank (Tanzania) Limited,NIC,28/01/2013,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kariakoo,-6.81953,39.2789,Off-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,07/01/2011,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kariakoo,-6.77572,39.24471,Off-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,08/06/2012,1,,Yes,,,,,Umoja Switch 
Zanzibar,Zanzibar,Welezo,-6.15991,39.1948,Off-site,UMOJA SWITCH ATM,Peoples' Bank of Zanzibar Limited,Peoples' of Zanzibar,28/08/2010,3,,Yes,,,,,Umoja Switch 
Mbeya,Mbeya Urban,Sisimba,-8.88993,33.44223,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,25/09/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Ubungo,-6.79225,39.20893,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,15/05/2009,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Ubungo,-6.79207,39.20764,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,21/11/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Ubungo,-6.79183,39.2087,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,17/06/2009,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.72325,39.23037,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,11/08/2013,1,,Yes,,,,VISA, 
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35099,37.34257,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,20/09/2009,1,,Yes,,,,Both, 
Kilimanjaro,Moshi Urban,Longuo,-3.32056,37.33318,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,08/10/2012,1,,Yes,,,,Both, 
Mwanza,Ilemela,Nyakato,-2.53543,32.93962,Off-site,Commercial Bank ATM,Stanbic Bank (Tanzania) Limited,Stanbic,01/03/2013,2,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.83948,39.25577,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,25/04/2012,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.82033,39.28533,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,19/02/2006,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81661,39.29222,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,03/01/2009,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81536,39.29308,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,12/10/2009,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.8141,39.28974,Off-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,04/01/2005,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.81432,39.2875,Off-site,UMOJA SWITCH ATM,Tanzania Postal Bank,Tanzania Postal,06/05/2005,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Temeke,Kigamboni,-6.82296,39.30255,Off-site,UMOJA SWITCH ATM,Twiga Bancorp,Twiga Bancorp,25/02/2013,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Ukonga,-6.87067,39.19026,Off-site,UMOJA SWITCH ATM,Umoja Switch ATM,Umoja Switch ATM,01/01/2008,1,,Yes,,,,,Umoja Switch 
Arusha,Arusha,Levolosi,-3.36165,36.68411,Off-site,UMOJA SWITCH ATM,Umoja Switch ATM,Umoja Switch ATM,08/10/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.72561,39.21409,On-site,Commercial Bank ATM,Standard Chartered Bank (Tanzania) Limited,Standard Chartered,08/01/2013,2,,Yes,,,,Both, 
Dodoma,Dodoma Urban,Madukani,-6.18042,35.74607,On-site,Commercial Bank ATM,Diamond Trust Bank (Tanzania) Limited,Diamond Trust,31/12/2009,1,Yes,Yes,,,Mobile Money,VISA, 
Mwanza,Nyamagana,Pamba,-2.52204,32.90164,On-site,Commercial Bank ATM,Bank of Africa (Tanzania) Limited,BoA,24/05/2007,1,,Yes,,,Mobile Money,VISA, 
Dar es Salaam,Ilala,Ukonga,-6.87036,39.19058,On-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,11/09/2010,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kimara,-6.79132,39.14895,On-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,06/10/2010,1,,Yes,,,,Mastercard, 
Dar es Salaam,Kinondoni,Manzese,-6.79888,39.23359,On-site,UMOJA SWITCH ATM,Accessbank (Tanzania) Limited,Access,03/10/2013,2,Yes,Yes,,,Provide loans,Both, 
Tanga,Korogwe,Korogwe,-5.15729,38.44868,On-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,07/02/2005,3,,Yes,Yes,Yes,Mobile Money,Mastercard,NMB Bank Card
Tanga,Tanga,Ngamiani Kaskazini,-5.07655,39.09888,On-site,Commercial Bank ATM,Diamond Trust Bank (Tanzania) Limited,Diamond Trust,31/01/2010,1,,Yes,Yes,Yes,Mobile Money,VISA, 
Mwanza,Magu,Mkula,-2.24687,33.84888,On-site,UMOJA SWITCH ATM,Azania Bank Limited,Azania,24/02/2010,2,Yes,,,,,VISA, 
Dar es Salaam,Kinondoni,Mikocheni,-6.76043,39.25216,Off-site,UMOJA SWITCH ATM,Azania Bank Limited,Azania,28/08/2008,1,,Yes,,,,Both,Umoja Switch 
Zanzibar,Zanzibar,Mwanakwerekwe,-6.17738,39.22228,Off-site,Commercial Bank ATM,Barclays Bank (Tanzania) Limited,Barclays,04/08/2011,1,,Yes,,,,Both, 
Zanzibar,Zanzibar,Welezo,-6.15944,39.19473,Off-site,Commercial Bank ATM,Barclays Bank (Tanzania) Limited,Barclays,03/06/2009,1,,Yes,,,,Both, 
Zanzibar,Zanzibar,Welezo,-6.16371,39.18739,Off-site,Commercial Bank ATM,Barclays Bank (Tanzania) Limited,Barclays,04/09/2008,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.76941,39.26272,Off-site,Commercial Bank ATM,Barclays Bank (Tanzania) Limited,Barclays,13/05/2012,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.74047,39.28341,Off-site,Commercial Bank ATM,Barclays Bank (Tanzania) Limited,Barclays,06/04/2004,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.73998,39.28385,Off-site,Commercial Bank ATM,Commercial Bank of Africa (Tanzania) Limited,CBA,04/09/2012,1,,Yes,,,,Both, 
Mtwara,Mtwara Urban,Vigaeni,-10.28189,40.18709,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,06/01/2012,1,,Yes,,,,Both, 
Mtwara,Mtwara Urban,Shangani,-10.27043,40.18548,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,13/06/1998,1,,Yes,,,,Both, 
Shinyanga,Kishapu,Songwa,-3.54758,33.55862,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,22/09/2011,1,,Yes,,,,Both, 
Tanga,Tanga,Ngamiani Kati,-5.08037,39.09794,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,01/02/2012,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.77341,39.2215,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,25/11/2012,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.7138,39.21106,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,12/08/2006,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.695,39.20492,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,02/04/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.66449,39.1859,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,01/05/2009,1,,Yes,,,,Both, 
Morogoro,Morogoro Urban,Kihonda,-6.80236,37.66227,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,28/10/2008,1,,Yes,,,,Both, 
Mwanza,Magu,Kiloleni,-2.59208,33.44353,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,13/01/2000,1,,Yes,,,,Both, 
Mwanza,Ilemela,Ilemela,-2.53558,32.93992,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,24/02/2012,2,,Yes,,,,Both, 
Tanga,Lushoto,Lushoto,-4.79009,38.29056,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,18/01/2014,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.85054,39.27465,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,08/01/2006,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Magomeni,-6.80281,39.24601,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,05/07/2013,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Manzese,-6.79825,39.23265,Off-site,Community Bank ATM,CRDB Bank Plc,CRDB,03/10/2013,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Mbezi,-6.7286,39.21439,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,03/02/2003,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.72342,39.23018,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,27/07/2013,1,,Yes,,,,Both, 
Arusha,Arusha,Kimandolu,-3.39059,36.73364,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,06/12/2012,1,,Yes,,,,Both, 
Arusha,Arusha,Kimandolu,-3.36911,36.69299,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,27/03/2003,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.83948,39.25584,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,16/05/2012,3,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.7692,39.26311,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,07/07/2009,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.72534,39.21419,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,04/09/2012,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.72333,39.23026,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,28/03/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.70144,39.20786,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,13/02/2002,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.72828,39.21515,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,29/03/2004,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Mtoni,-6.86798,39.27467,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,04/12/2009,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.77465,39.2428,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,23/03/2011,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kinondoni,-6.76926,39.26272,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,24/12/2011,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Chang'ombe,-6.8396,39.25576,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,19/05/2011,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.76911,39.26265,Off-site,Commercial Bank ATM,FBME Bank (Tanzania) Limited,FBME,17/11/2012,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.76879,39.26949,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,01/12/2013,1,,Yes,,,,VISA, 
Dar es Salaam,Temeke,Chang'ombe,-6.83972,39.25552,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,21/02/2014,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Mbezi,-6.72532,39.21427,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,09/01/2013,1,,Yes,,,,VISA, 
Dar es Salaam,Ilala,Kisutu,-6.81806,39.2831,Off-site,UMOJA SWITCH ATM,International Commercial Bank (Tanzania) Limited,International Commercial,01/10/2012,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kisutu,-6.82296,39.2831,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/01/2010,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kivukoni,-6.8186,39.29726,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,04/01/2004,2,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kivukoni,-6.81699,39.29698,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/01/2009,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kivukoni,-6.81643,39.29572,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,02/01/2008,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kisutu,-6.81564,39.28878,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/01/2008,2,,Yes,,,,,NMB Bank Card
Dar es Salaam,Temeke,Kigamboni,-6.82552,39.30432,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,19/01/2013,2,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kivukoni,-6.81678,39.29671,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,03/09/2010,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kisutu,-6.81435,39.28249,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,07/01/2009,2,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Kivukoni,-6.8138,39.28915,Off-site,Community Bank ATM,National Microfinance Bank Plc,NMB,09/12/2009,6,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Upanga East,-6.80948,39.27626,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,04/12/2006,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Upanga East,-6.80887,39.28019,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/01/2009,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Upanga West,-6.80491,39.27984,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,11/02/2010,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Msasani,-6.77202,39.27041,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/09/2009,2,,Yes,,,,VISA,Both
Kilimanjaro,Moshi Urban,Longuo,-3.33266,37.33582,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/01/2012,1,,Yes,,,,,NMB Bank Card
Mbeya,Mbeya Urban,Itezi,-8.90252,33.53528,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/02/2008,2,,Yes,,,,,NMB Bank Card
Morogoro,Morogoro Urban,Sabasaba,-6.82733,37.6627,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,25/10/2006,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Msasani,-6.76846,39.27029,Off-site,UMOJA SWITCH ATM,National Microfinance Bank Plc,NMB,27/01/2005,1,,Yes,,,,,Both
Dar es Salaam,Kinondoni,Mbezi,-6.66392,39.18511,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,19/12/2011,2,,Yes,,,,VISA,NMB Bank Card
Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.66456,33.42229,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,05/10/2012,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Temeke,Temeke,-6.84842,39.25886,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/10/2010,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Ilala,Kivukoni,-6.81953,39.2975,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,09/01/2003,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.73598,39.22307,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,28/01/2009,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Mbezi,-6.72336,39.23027,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,15/10/2013,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Mbezi,-6.66438,39.18506,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,09/02/2011,2,,Yes,,,,Both, 
Iringa,Iringa Urban,Ruaha,-7.79061,35.70059,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,25/06/2009,1,,Yes,,,,Both, 
Iringa,Iringa Urban,Kitanzini,-7.78054,35.6953,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,04/06/2011,1,,Yes,,,,Both, 
Iringa,Iringa Urban,Gangilonga,-7.77764,35.69825,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,23/10/2008,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Mtoni,-6.86509,39.27653,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,04/10/2013,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Miburani,-6.86078,39.26321,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,04/05/2010,1,,Yes,,,,Both, 
Tanga,Muheza,Masuguru,-5.17409,38.78828,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,21/02/2009,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.81826,39.28958,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,12/06/2008,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.81739,39.28201,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,19/09/2000,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81362,39.29072,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,21/03/2000,1,,Yes,,,,Both, 
Zanzibar,Zanzibar,Mwera,-6.15992,39.19467,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,30/04/2011,1,,Yes,,,,Both, 
Mwanza,Nyamagana,Nyamagana,-2.52924,32.9075,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,17/01/2010,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Manzese,-6.7968,39.2264,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,11/03/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.78595,39.11365,Off-site,Commercial Bank ATM,CRDB Bank Plc,CRDB,08/10/2013,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.77474,39.27049,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,30/11/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Bunju,-6.62392,39.1416,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,03/07/2006,1,,Yes,,,,Both, 
