region,district,ward,latitude,longitude,agent_name,standalone_agent,other_activities,trading_hours,provider_selcom,selcom_deposits_per_week,selcom_withdrawls_per_week,selcom_num_tills,selcom_training,selcom_training_type,selcom_tariff_guide,selcom_guidance_service_use,provider_maxmalipo,maxmalipo_deposits_per_week,maxmalipo_withdrawls_per_week,maxmalipo_num_tills,maxmalipo_training,maxmalipo_training_type,maxmalipo_tariff_guide,maxmalipo_guidance_service_use,provider_buttonpay,buttonpay_deposits_per_week,buttonpay_withdrawls_per_week,buttonpay_num_tills,buttonpay_training,buttonpay_training_type,buttonpay_tariff_guide,buttonpay_guidance_service_use,bank_local_services,ShoppingCentres_local_services,GeneralDealer_local_services,Caf__local_services,Salon_local_services,Pharmacy_local_services,Bar_local_services,Trader_local_services,ElectronicShop_local_services,BureaudeExchange_local_services,Hotel_local_services,CellularShop_local_services,GroceryStore_local_services,Restaurant_local_services,Other_local_services,Other_local_services_detail,services_utility_payments,services_tax_payments,services_MMT_transfer,services_airtime_purchase,Other than those listed above are there any other services provided?,Please indicate,branding_but__service,Please select,branding_but_no_service_MaxMalipo,branding_but_no_service_Selcom,branding_but_no_service_ButtonPay,branding_but_no_service_other,branding_but_no_service_other_detail
Pwani,Bagamoyo,Magomeni,-6.44607,38.90714,Sophia Auto Spare Party,Conduct other business,Auto Spares Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Azimio,-6.87756,39.26348,Abeid Wilson,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,Yes,,,Yes,,,Yes,,Yes,No,No,No,
Dar es Salaam,Ilala,Ukonga,-6.87825,39.16698,Thadeos Kimario,Conduct other business,Auto Spares Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Isevya,-5.00953,32.82458,Abel Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Msasani,-6.77385,39.27041,Vimal Solanki,Conduct other business,Auto Spares Shop,10 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Show Room,Yes,,,,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.78141,39.22065,Maskasembo,Conduct other business,Baby Shop,10 hours,Yes,60,82,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Miburani,-6.86253,39.26415,Ablari Stationary,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Gerezani,-6.82917,39.27968,Mass Bakery,Conduct other business,Bakery,12 hours,Yes,0,20,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,Yes,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kivukoni,-6.81619,39.28801,Abraham Abdalah,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,
Morogoro,Kilombero,Ifakara,-8.12819,36.68329,Abraham Japhet,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,4,0,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,Yes,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Kingo,-6.82282,37.6729,Abraham Mjema,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Railway Station,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80924,39.26175,Abraham Shop,Stand Alone Agent,,12 hours,Yes,25,25,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
Kilimanjaro,Moshi Urban,Bondeni,-3.35915,37.33789,Abrahamu Point,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.01665,32.82089,Mukida Bakery,Conduct other business,Bakery,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Chang'ombe,-6.83988,39.2716,Absolute Communication,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,Yes,,No,No,Yes,No,
Tabora,Tabora Urban,Chemchem,-5.02263,32.80901,Mwinyi,Conduct other business,Bakery,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.00598,32.8103,Nshoma Shop,Conduct other business,Bakery,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Mtwara,Mtwara Urban,Chikongola,-10.28454,40.17875,Abubakar Nyirabu,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,15,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.88049,39.17101,Abubakar Abdillah,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Goba,-6.64838,39.17451,Abubakari Hassani,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,Yes,Duka,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80741,39.21975,Bao Bao Bar,Conduct other business,Bar,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Chamazi,-6.94892,39.22856,Abubakari Sufiani,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,Stationary Shop,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.8943,39.23875,Baraka,Conduct other business,Bar,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Night club,Yes,,,Yes,,,,,,,,,
Tabora,Igunga,Igunga,-4.28556,33.87621,Cathy Bar,Conduct other business,Bar,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.8926,39.23991,Consolata,Conduct other business,Bar,12 hours,,,,,,,,,Yes,10,15,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78624,39.16653,Abuu Shop,Stand Alone Agent,,12 hours,Yes,25,20,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.76922,39.23271,Contener Bar,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Kilimanjaro,Siha,Nasai,-3.35551,37.33108,Dawson Dunstan,Conduct other business,Bar,12 hours,,,,,,,,,,,,,,,,,Yes,10,6,1,Yes,Training from other rep,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Kilimanjaro,Siha,Gararagua,-3.29464,37.4964,Dollors Pub,Conduct other business,Bar,12 hours,Yes,20,6,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02081,32.80661,Emma,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80259,39.24318,Adam,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,No,No,No,
Dar es Salaam,Kinondoni,Magomeni,-6.80949,39.26076,Adam Hasani,Stand Alone Agent,,12 hours,Yes,15,15,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Tandika,-6.89242,39.236,Adam Juma,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,15,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90521,39.26819,Adam Masha,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Market,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.86723,39.2389,Adam Msaka,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Kilimanjaro,Siha,Iwaeny,-3.32838,37.27151,Highways Bar,Conduct other business,Bar,12 hours,,,,,,,,,,,,,,,,,Yes,20,13,1,Yes,Training from other rep,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.86643,39.19228,Husein Said,Conduct other business,Bar,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.84124,39.15528,Juliana,Conduct other business,Bar,24 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.7877,39.26923,Adam Temba,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Kilimanjaro,Moshi Urban,Majengo,-3.34111,37.35387,Adams Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80742,39.2197,Kanuti Bar,Conduct other business,Bar,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91794,39.25425,Kimya Kimya Pub,Conduct other business,Bar,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Miburani,-6.85537,39.27121,Kipara Shop,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Kilimanjaro,Hai,Siha Kati,-3.3407,37.12943,Maduka Carol,Conduct other business,Bar,10 hours,,,,,,,,,Yes,25,10,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.86878,39.23899,Adija Ngoi,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Singida,Singida Urban,Ipembe,-4.81696,34.75173,Adija Shaibu,Stand Alone Agent,,10 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Buguruni,-6.83369,39.24101,Adili Sunday,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Temeke,-6.86503,39.26647,Adinai Sasiam,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35862,37.33883,Adinan Pallangyo,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,10,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Pugu,-6.90016,39.12469,Mage Pub,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Morogoro,Kilosa,Dumila,-6.38283,37.34228,Malta Tarmo,Conduct other business,Bar,24 hours,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01677,32.82124,Mama Salma,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Kilimanjaro,Moshi Urban,Majengo,-3.34307,37.35134,Adon Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,Yes,,Yes,,,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02097,32.80658,Masula Bar,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kariakoo,-6.81753,39.27728,Aduwakl,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.79969,39.20614,Advela,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79354,39.21806,Aedfa,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Morogoro,Kilombero,Mang'ula,-7.85453,36.89376,Maurus Maurambo,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,40,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mikocheni,-6.76903,39.2591,Mikochen Resort,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,
Kilimanjaro,Moshi Urban,Njoro,-3.35218,37.35285,Motherland Shop,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78902,39.18758,African,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94125,39.27766,Napawene Bar&Lodge,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,CD&DVD Library,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02229,32.81323,Nbc Club,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kaloleni,-3.36105,36.68725,Agape Office,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,15,0,0,Yes,Training from other rep,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Pwani,Kibaha,Mlandizi,-6.72472,38.79859,Agaston,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Kinondoni,Mburahati,-6.81589,39.23599,Agata Kalimanas,Stand Alone Agent,,12 hours,Yes,5,5,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Arusha,Arusha,Kimandolu,-3.37777,36.70695,New 2 Sisters Pub,Conduct other business,Bar,24 hours,,,,,,,,,Yes,54,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kunduchi,-6.63181,39.17807,Patric Yiella,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.83608,39.21597,Agnes,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80891,39.26032,Private,Conduct other business,Bar,12 hours,Yes,2,4,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,,,,Yes,,Yes,,,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01768,32.82441,Agnes James,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
Mwanza,Nyamagana,Nyamagana,-2.57468,32.91935,Agripina Fedic Lwehumbiza,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Kilimanjaro,Siha,Iwaeny,-3.32897,37.14895,Richard Alexander,Conduct other business,Bar,12 hours,Yes,20,15,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kipawa,-6.86288,39.20549,Agstino Makaki,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kisutu,-6.8157,39.28731,Agumba Technology,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dodoma,Dodoma Urban,Tambukareli,-6.22474,35.76042,Rose Grocery,Conduct other business,Bar,12 hours,Yes,10,9,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80694,39.24767,Agusta,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,No,No,Yes,No,
Dar es Salaam,Kinondoni,Kijitonyama,-6.77168,39.24483,Rosegarden Bar,Conduct other business,Bar,10 hours,Yes,1,1,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,Yes,Wholesale,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Pugu,-6.91997,39.12486,Shop Point,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Morogoro,Kilosa,Kidodi,-7.6797,36.97044,Stellar Gasper,Conduct other business,Bar,12 hours,Yes,0,0,0,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kurasini,-6.85786,39.28124,The Pub One,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Tabora,Igunga,Igunga,-4.28581,33.87698,Tina Tana,Conduct other business,Bar,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80392,39.22414,Ahame Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Tanga,Korogwe,Korogwe,-5.29593,38.60606,Upendo Bar,Conduct other business,Bar,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kivukoni,-6.81913,39.28886,Kilimanjaro Fast Ferries,Conduct other business,Book Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Booking Offices,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.76577,39.229,Peace Christian Center,Conduct other business,Book Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Mwanza,Kwimba,Kikubuji,-2.51592,32.90164,Ahmadi Rasheed,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,1,1,1,Yes,Training from other rep,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Temeke,-6.85588,39.25127,Ahmed Bashiru,Stand Alone Agent,,10 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kisutu,-6.81943,39.28597,Salim Saleh,Conduct other business,Book Shop,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Miburani,-6.8574,39.26749,Ahmed Sharif,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Goba,-6.65887,39.18379,The Book Shop Store,Conduct other business,Book Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79584,39.13893,Ahmedi Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,30,30,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80118,39.24104,Ahmedy Stationary,Stand Alone Agent,,12 hours,Yes,18,25,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Stationary Shop,,,,Yes,,,Yes,,No,Yes,No,No,
